Row Labels,Sum of cases,,,,,,,,,,,,,
Kentucky,57,,,,,,,,,,,,,
Mississippi,26377,,,,,,,,,,,,,
North Carolina,47729,,,,,,,,,,,,,
South Carolina,19618,,,,,,,,,,,,,
Texas,3327,,,,,,,,,,,,,
Virginia,1159,,,,,,,,,,,,,
Leelanau,1612,,,,,,,,,,,,,
Michigan,1612,,,,,,,,,,,,,
Leflore,30542,,,,,,,,,,,,,
Mississippi,30542,,,,,,,,,,,,,
Lehigh,368418,,,,,,,,,,,,,
Pennsylvania,368418,,,,,,,,,,,,,
Lemhi,150,,,,,,,,,,,,,
Idaho,150,,,,,,,,,,,,,
Lenawee,65115,,,,,,,,,,,,,
Michigan,65115,,,,,,,,,,,,,
Lenoir,22284,,,,,,,,,,,,,
North Carolina,22284,,,,,,,,,,,,,
Leon,76645,,,,,,,,,,,,,
Florida,74268,,,,,,,,,,,,,
Texas,2377,,,,,,,,,,,,,
Leslie,635,,,,,,,,,,,,,
Kentucky,635,,,,,,,,,,,,,
Letcher,778,,,,,,,,,,,,,
Kentucky,778,,,,,,,,,,,,,
Levy,9529,,,,,,,,,,,,,
Florida,9529,,,,,,,,,,,,,
Lewis,10114,,,,,,,,,,,,,
Idaho,3,,,,,,,,,,,,,
Kentucky,1132,,,,,,,,,,,,,
Missouri,638,,,,,,,,,,,,,
New York,1966,,,,,,,,,,,,,
Tennessee,489,,,,,,,,,,,,,
Washington,4895,,,,,,,,,,,,,
West Virginia,991,,,,,,,,,,,,,
Lewis and Clark,2636,,,,,,,,,,,,,
Montana,2636,,,,,,,,,,,,,
Lexington,117197,,,,,,,,,,,,,
South Carolina,117197,,,,,,,,,,,,,
Lexington city,836,,,,,,,,,,,,,
Virginia,836,,,,,,,,,,,,,
Liberty,44714,,,,,,,,,,,,,
Florida,17144,,,,,,,,,,,,,
Georgia,9933,,,,,,,,,,,,,
Montana,112,,,,,,,,,,,,,
Texas,17525,,,,,,,,,,,,,
Licking,29002,,,,,,,,,,,,,
Ohio,29002,,,,,,,,,,,,,
Limestone,26309,,,,,,,,,,,,,
Alabama,22604,,,,,,,,,,,,,
Texas,3705,,,,,,,,,,,,,
Lincoln,225864,,,,,,,,,,,,,
Arkansas,88224,,,,,,,,,,,,,
Colorado,350,,,,,,,,,,,,,
Georgia,2589,,,,,,,,,,,,,
Idaho,3262,,,,,,,,,,,,,
Kansas,35,,,,,,,,,,,,,
Kentucky,1755,,,,,,,,,,,,,
Louisiana,20451,,,,,,,,,,,,,
Maine,2061,,,,,,,,,,,,,
Minnesota,813,,,,,,,,,,,,,
Mississippi,29173,,,,,,,,,,,,,
Missouri,8128,,,,,,,,,,,,,
Montana,1106,,,,,,,,,,,,,
Nebraska,4679,,,,,,,,,,,,,
Nevada,148,,,,,,,,,,,,,
New Mexico,747,,,,,,,,,,,,,
North Carolina,14480,,,,,,,,,,,,,
Oklahoma,2485,,,,,,,,,,,,,
Oregon,13344,,,,,,,,,,,,,
South Dakota,24609,,,,,,,,,,,,,
Tennessee,3961,,,,,,,,,,,,,
Washington,280,,,,,,,,,,,,,
West Virginia,546,,,,,,,,,,,,,
Wisconsin,745,,,,,,,,,,,,,
Wyoming,1893,,,,,,,,,,,,,
Linn,111522,,,,,,,,,,,,,
Iowa,96626,,,,,,,,,,,,,
Kansas,1142,,,,,,,,,,,,,
Missouri,1036,,,,,,,,,,,,,
Oregon,12718,,,,,,,,,,,,,
Lipscomb,509,,,,,,,,,,,,,
Texas,509,,,,,,,,,,,,,
Litchfield,127755,,,,,,,,,,,,,
Connecticut,127755,,,,,,,,,,,,,
Little River,1865,,,,,,,,,,,,,
Arkansas,1865,,,,,,,,,,,,,
Live Oak,1956,,,,,,,,,,,,,
Texas,1956,,,,,,,,,,,,,
Livingston,127363,,,,,,,,,,,,,
Illinois,3501,,,,,,,,,,,,,
Kentucky,845,,,,,,,,,,,,,
Louisiana,61217,,,,,,,,,,,,,
Michigan,50054,,,,,,,,,,,,,
Missouri,792,,,,,,,,,,,,,
New York,10954,,,,,,,,,,,,,
Llano,1022,,,,,,,,,,,,,
Texas,1022,,,,,,,,,,,,,
Logan,74403,,,,,,,,,,,,,
Arkansas,2404,,,,,,,,,,,,,
Colorado,47881,,,,,,,,,,,,,
Illinois,1216,,,,,,,,,,,,,
Kansas,36,,,,,,,,,,,,,
Kentucky,13467,,,,,,,,,,,,,
North Dakota,10,,,,,,,,,,,,,
Ohio,3989,,,,,,,,,,,,,
Oklahoma,3379,,,,,,,,,,,,,
West Virginia,2021,,,,,,,,,,,,,
Loiza,2484,,,,,,,,,,,,,
Puerto Rico,2484,,,,,,,,,,,,,
Long,2390,,,,,,,,,,,,,
Georgia,2390,,,,,,,,,,,,,
Lonoke,8658,,,,,,,,,,,,,
Arkansas,8658,,,,,,,,,,,,,
Lorain,72866,,,,,,,,,,,,,
Ohio,72866,,,,,,,,,,,,,
Los Alamos,743,,,,,,,,,,,,,
New Mexico,743,,,,,,,,,,,,,
Los Angeles,6458990,,,,,,,,,,,,,
California,6458990,,,,,,,,,,,,,
Loudon,15754,,,,,,,,,,,,,
Tennessee,15754,,,,,,,,,,,,,
Loudoun,247567,,,,,,,,,,,,,
Virginia,247567,,,,,,,,,,,,,
Louisa,40148,,,,,,,,,,,,,
Iowa,31662,,,,,,,,,,,,,
Virginia,8486,,,,,,,,,,,,,
Love,1805,,,,,,,,,,,,,
Oklahoma,1805,,,,,,,,,,,,,
Lowndes,117441,,,,,,,,,,,,,
Alabama,25856,,,,,,,,,,,,,
Georgia,66189,,,,,,,,,,,,,
Mississippi,25396,,,,,,,,,,,,,
Lubbock,135175,,,,,,,,,,,,,
Texas,135175,,,,,,,,,,,,,
Lucas,212913,,,,,,,,,,,,,
Iowa,1517,,,,,,,,,,,,,
Ohio,211396,,,,,,,,,,,,,
Luce,327,,,,,,,,,,,,,
Michigan,327,,,,,,,,,,,,,
Lumpkin,9888,,,,,,,,,,,,,
Georgia,9888,,,,,,,,,,,,,
Luna,3751,,,,,,,,,,,,,
New Mexico,3751,,,,,,,,,,,,,
Lunenburg,1743,,,,,,,,,,,,,
Virginia,1743,,,,,,,,,,,,,
Luquillo,2393,,,,,,,,,,,,,
Puerto Rico,2393,,,,,,,,,,,,,
Luzerne,266595,,,,,,,,,,,,,
Pennsylvania,266595,,,,,,,,,,,,,
Lycoming,14938,,,,,,,,,,,,,
Pennsylvania,14938,,,,,,,,,,,,,
Lyman,2935,,,,,,,,,,,,,
South Dakota,2935,,,,,,,,,,,,,
Lynchburg city,10020,,,,,,,,,,,,,
Virginia,10020,,,,,,,,,,,,,
Lynn,1779,,,,,,,,,,,,,
Texas,1779,,,,,,,,,,,,,
Lyon,63108,,,,,,,,,,,,,
Iowa,2704,,,,,,,,,,,,,
Kansas,37483,,,,,,,,,,,,,
Kentucky,1720,,,,,,,,,,,,,
Minnesota,13828,,,,,,,,,,,,,
Nevada,7373,,,,,,,,,,,,,
Mackinac,732,,,,,,,,,,,,,
Michigan,732,,,,,,,,,,,,,
Macomb,692586,,,,,,,,,,,,,
Michigan,692586,,,,,,,,,,,,,
Macon,73118,,,,,,,,,,,,,
Alabama,10486,,,,,,,,,,,,,
Georgia,9912,,,,,,,,,,,,,
Illinois,17806,,,,,,,,,,,,,
Missouri,753,,,,,,,,,,,,,
North Carolina,12867,,,,,,,,,,,,,
Tennessee,21294,,,,,,,,,,,,,
Macoupin,4500,,,,,,,,,,,,,
Illinois,4500,,,,,,,,,,,,,
Madera,29798,,,,,,,,,,,,,
California,29798,,,,,,,,,,,,,
Madison,432940,,,,,,,,,,,,,
Alabama,77321,,,,,,,,,,,,,
Arkansas,7747,,,,,,,,,,,,,
Florida,12318,,,,,,,,,,,,,
Georgia,6889,,,,,,,,,,,,,
Idaho,3007,,,,,,,,,,,,,
Illinois,65698,,,,,,,,,,,,,
Indiana,57301,,,,,,,,,,,,,
Iowa,2664,,,,,,,,,,,,,
Kentucky,8144,,,,,,,,,,,,,
Louisiana,17302,,,,,,,,,,,,,
Mississippi,76616,,,,,,,,,,,,,
Missouri,352,,,,,,,,,,,,,
Montana,1293,,,,,,,,,,,,,
Nebraska,27104,,,,,,,,,,,,,
New York,28802,,,,,,,,,,,,,
North Carolina,577,,,,,,,,,,,,,
Ohio,13576,,,,,,,,,,,,,
Tennessee,20089,,,,,,,,,,,,,
Texas,2894,,,,,,,,,,,,,
Virginia,3246,,,,,,,,,,,,,
Magoffin,268,,,,,,,,,,,,,
Kentucky,268,,,,,,,,,,,,,
Mahaska,7114,,,,,,,,,,,,,
Iowa,7114,,,,,,,,,,,,,
Mahnomen,575,,,,,,,,,,,,,
Minnesota,575,,,,,,,,,,,,,
Mahoning,138867,,,,,,,,,,,,,
Ohio,138867,,,,,,,,,,,,,
Major,657,,,,,,,,,,,,,
Oklahoma,657,,,,,,,,,,,,,
Malheur,8608,,,,,,,,,,,,,
Oregon,8608,,,,,,,,,,,,,
Manassas city,89304,,,,,,,,,,,,,
Virginia,89304,,,,,,,,,,,,,
Manassas Park city,26842,,,,,,,,,,,,,
Virginia,26842,,,,,,,,,,,,,
Manatee,180800,,,,,,,,,,,,,
Florida,180800,,,,,,,,,,,,,
Manati,2993,,,,,,,,,,,,,
Puerto Rico,2993,,,,,,,,,,,,,
Manistee,2292,,,,,,,,,,,,,
Michigan,2292,,,,,,,,,,,,,
Manitowoc,5471,,,,,,,,,,,,,
Wisconsin,5471,,,,,,,,,,,,,
Marathon,9647,,,,,,,,,,,,,
Wisconsin,9647,,,,,,,,,,,,,
Marengo,17651,,,,,,,,,,,,,
Alabama,17651,,,,,,,,,,,,,
Maricao,946,,,,,,,,,,,,,
Puerto Rico,946,,,,,,,,,,,,,
Maricopa,2527187,,,,,,,,,,,,,
Arizona,2527187,,,,,,,,,,,,,
Maries,325,,,,,,,,,,,,,
Missouri,325,,,,,,,,,,,,,
Marin,111074,,,,,,,,,,,,,
California,111074,,,,,,,,,,,,,
Marinette,4037,,,,,,,,,,,,,
Wisconsin,4037,,,,,,,,,,,,,
Marion,1398300,,,,,,,,,,,,,
Alabama,15351,,,,,,,,,,,,,
Arkansas,379,,,,,,,,,,,,,
Florida,50689,,,,,,,,,,,,,
Georgia,5902,,,,,,,,,,,,,
Illinois,5140,,,,,,,,,,,,,
Indiana,923271,,,,,,,,,,,,,
Iowa,3698,,,,,,,,,,,,,
Kansas,946,,,,,,,,,,,,,
Kentucky,3362,,,,,,,,,,,,,
Mississippi,15254,,,,,,,,,,,,,
Missouri,1115,,,,,,,,,,,,,
Ohio,241026,,,,,,,,,,,,,
Oregon,106972,,,,,,,,,,,,,
South Carolina,11772,,,,,,,,,,,,,
Tennessee,5113,,,,,,,,,,,,,
Texas,2147,,,,,,,,,,,,,
West Virginia,6163,,,,,,,,,,,,,
Mariposa,1660,,,,,,,,,,,,,
California,1660,,,,,,,,,,,,,
Marlboro,17135,,,,,,,,,,,,,
South Carolina,17135,,,,,,,,,,,,,
Marquette,7214,,,,,,,,,,,,,
Michigan,5969,,,,,,,,,,,,,
Wisconsin,1245,,,,,,,,,,,,,
Marshall,219513,,,,,,,,,,,,,
Alabama,90901,,,,,,,,,,,,,
Illinois,631,,,,,,,,,,,,,
Indiana,21763,,,,,,,,,,,,,
Iowa,78608,,,,,,,,,,,,,
Kansas,87,,,,,,,,,,,,,
Kentucky,4322,,,,,,,,,,,,,
Minnesota,913,,,,,,,,,,,,,
Mississippi,12288,,,,,,,,,,,,,
Oklahoma,1557,,,,,,,,,,,,,
South Dakota,334,,,,,,,,,,,,,
Tennessee,4859,,,,,,,,,,,,,
West Virginia,3250,,,,,,,,,,,,,
Martin,129731,,,,,,,,,,,,,
Florida,106592,,,,,,,,,,,,,
Indiana,1412,,,,,,,,,,,,,
Kentucky,493,,,,,,,,,,,,,
Minnesota,12831,,,,,,,,,,,,,
North Carolina,7612,,,,,,,,,,,,,
Texas,791,,,,,,,,,,,,,
Mason,15162,,,,,,,,,,,,,
Illinois,1708,,,,,,,,,,,,,
Kentucky,1696,,,,,,,,,,,,,
Michigan,3476,,,,,,,,,,,,,
Texas,2650,,,,,,,,,,,,,
Washington,3992,,,,,,,,,,,,,
West Virginia,1640,,,,,,,,,,,,,
Massac,820,,,,,,,,,,,,,
Illinois,820,,,,,,,,,,,,,
Matagorda,13403,,,,,,,,,,,,,
Texas,13403,,,,,,,,,,,,,
Matanuska-Susitna Borough,5443,,,,,,,,,,,,,
Alaska,5443,,,,,,,,,,,,,
Mathews,529,,,,,,,,,,,,,
Virginia,529,,,,,,,,,,,,,
Maui,12581,,,,,,,,,,,,,
Hawaii,12581,,,,,,,,,,,,,
Maunabo,1448,,,,,,,,,,,,,
Puerto Rico,1448,,,,,,,,,,,,,
Maury,17567,,,,,,,,,,,,,
Tennessee,17567,,,,,,,,,,,,,
Maverick,22627,,,,,,,,,,,,,
Texas,22627,,,,,,,,,,,,,
Mayaguez,10008,,,,,,,,,,,,,
Puerto Rico,10008,,,,,,,,,,,,,
Mayes,5392,,,,,,,,,,,,,
Oklahoma,5392,,,,,,,,,,,,,
McClain,11812,,,,,,,,,,,,,
Oklahoma,11812,,,,,,,,,,,,,
McCone,1,,,,,,,,,,,,,
Montana,1,,,,,,,,,,,,,
McCook,807,,,,,,,,,,,,,
South Dakota,807,,,,,,,,,,,,,
McCormick,1536,,,,,,,,,,,,,
South Carolina,1536,,,,,,,,,,,,,
McCracken,11002,,,,,,,,,,,,,
Kentucky,11002,,,,,,,,,,,,,
McCreary,1407,,,,,,,,,,,,,
Kentucky,1407,,,,,,,,,,,,,
McCulloch,769,,,,,,,,,,,,,
Texas,769,,,,,,,,,,,,,
McCurtain,18977,,,,,,,,,,,,,
Oklahoma,18977,,,,,,,,,,,,,
McDonald,24010,,,,,,,,,,,,,
Missouri,24010,,,,,,,,,,,,,
McDonough,7064,,,,,,,,,,,,,
Illinois,7064,,,,,,,,,,,,,
McDowell,13060,,,,,,,,,,,,,
North Carolina,12393,,,,,,,,,,,,,
West Virginia,667,,,,,,,,,,,,,
McDuffie,7868,,,,,,,,,,,,,
Georgia,7868,,,,,,,,,,,,,
McHenry,146016,,,,,,,,,,,,,
Illinois,145707,,,,,,,,,,,,,
North Dakota,309,,,,,,,,,,,,,
McIntosh,5455,,,,,,,,,,,,,
Georgia,2575,,,,,,,,,,,,,
North Dakota,206,,,,,,,,,,,,,
Oklahoma,2674,,,,,,,,,,,,,
McKean,1204,,,,,,,,,,,,,
Pennsylvania,1204,,,,,,,,,,,,,
McKenzie,2071,,,,,,,,,,,,,
North Dakota,2071,,,,,,,,,,,,,
McKinley,226212,,,,,,,,,,,,,
New Mexico,226212,,,,,,,,,,,,,
McLean,23658,,,,,,,,,,,,,
Illinois,20780,,,,,,,,,,,,,
Kentucky,2098,,,,,,,,,,,,,
North Dakota,780,,,,,,,,,,,,,
McLennan,63202,,,,,,,,,,,,,
Texas,63202,,,,,,,,,,,,,
McLeod,4292,,,,,,,,,,,,,
Minnesota,4292,,,,,,,,,,,,,
McMinn,14985,,,,,,,,,,,,,
Tennessee,14985,,,,,,,,,,,,,
McMullen,13,,,,,,,,,,,,,
Texas,13,,,,,,,,,,,,,
McNairy,3713,,,,,,,,,,,,,
Tennessee,3713,,,,,,,,,,,,,
McPherson,4640,,,,,,,,,,,,,
Kansas,4376,,,,,,,,,,,,,
Nebraska,33,,,,,,,,,,,,,
South Dakota,231,,,,,,,,,,,,,
Meade,6681,,,,,,,,,,,,,
Kansas,2197,,,,,,,,,,,,,
Kentucky,2137,,,,,,,,,,,,,
South Dakota,2347,,,,,,,,,,,,,
Meagher,164,,,,,,,,,,,,,
Montana,164,,,,,,,,,,,,,
Mecklenburg,648201,,,,,,,,,,,,,
North Carolina,629603,,,,,,,,,,,,,
Virginia,18598,,,,,,,,,,,,,
Mecosta,2392,,,,,,,,,,,,,
Michigan,2392,,,,,,,,,,,,,
Medina,50282,,,,,,,,,,,,,
Ohio,34983,,,,,,,,,,,,,
Texas,15299,,,,,,,,,,,,,
Meeker,3840,,,,,,,,,,,,,
Minnesota,3840,,,,,,,,,,,,,
Meigs,3058,,,,,,,,,,,,,
Ohio,670,,,,,,,,,,,,,
Tennessee,2388,,,,,,,,,,,,,
Mellette,211,,,,,,,,,,,,,
South Dakota,211,,,,,,,,,,,,,
Menard,2136,,,,,,,,,,,,,
Illinois,1870,,,,,,,,,,,,,
Texas,266,,,,,,,,,,,,,
Mendocino,4868,,,,,,,,,,,,,
California,4868,,,,,,,,,,,,,
Menifee,893,,,,,,,,,,,,,
Kentucky,893,,,,,,,,,,,,,
Menominee,1690,,,,,,,,,,,,,
Michigan,1306,,,,,,,,,,,,,
Wisconsin,384,,,,,,,,,,,,,
Merced,61479,,,,,,,,,,,,,
California,61479,,,,,,,,,,,,,
Mercer,651101,,,,,,,,,,,,,
Illinois,1623,,,,,,,,,,,,,
Kentucky,1681,,,,,,,,,,,,,
Missouri,270,,,,,,,,,,,,,
New Jersey,616012,,,,,,,,,,,,,
North Dakota,462,,,,,,,,,,,,,
Ohio,17521,,,,,,,,,,,,,
Pennsylvania,11147,,,,,,,,,,,,,
West Virginia,2385,,,,,,,,,,,,,
Meriwether,12002,,,,,,,,,,,,,
Georgia,12002,,,,,,,,,,,,,
Merrick,2851,,,,,,,,,,,,,
Nebraska,2851,,,,,,,,,,,,,
Merrimack,31150,,,,,,,,,,,,,
New Hampshire,31150,,,,,,,,,,,,,
Mesa,7640,,,,,,,,,,,,,
Colorado,7640,,,,,,,,,,,,,
Metcalfe,627,,,,,,,,,,,,,
Kentucky,627,,,,,,,,,,,,,
Miami,50085,,,,,,,,,,,,,
Indiana,13896,,,,,,,,,,,,,
Kansas,1832,,,,,,,,,,,,,
Ohio,34357,,,,,,,,,,,,,
Miami-Dade,2662737,,,,,,,,,,,,,
Florida,2662737,,,,,,,,,,,,,
Middlesex,3587634,,,,,,,,,,,,,
Connecticut,102580,,,,,,,,,,,,,
Massachusetts,1989826,,,,,,,,,,,,,
New Jersey,1494052,,,,,,,,,,,,,
Virginia,1176,,,,,,,,,,,,,
Midland,47466,,,,,,,,,,,,,
Michigan,11511,,,,,,,,,,,,,
Texas,35955,,,,,,,,,,,,,
Mifflin,5368,,,,,,,,,,,,,
Pennsylvania,5368,,,,,,,,,,,,,
Milam,5367,,,,,,,,,,,,,
Texas,5367,,,,,,,,,,,,,
Millard,2230,,,,,,,,,,,,,
Utah,2230,,,,,,,,,,,,,
Mille Lacs,1920,,,,,,,,,,,,,
Minnesota,1920,,,,,,,,,,,,,
Miller,14190,,,,,,,,,,,,,
Arkansas,9143,,,,,,,,,,,,,
Georgia,4187,,,,,,,,,,,,,
Missouri,860,,,,,,,,,,,,,
Mills,2211,,,,,,,,,,,,,
Iowa,2075,,,,,,,,,,,,,
Texas,136,,,,,,,,,,,,,
Milwaukee,780680,,,,,,,,,,,,,
Wisconsin,780680,,,,,,,,,,,,,
Miner,376,,,,,,,,,,,,,
South Dakota,376,,,,,,,,,,,,,
Mineral,4851,,,,,,,,,,,,,
Colorado,486,,,,,,,,,,,,,
Nevada,397,,,,,,,,,,,,,
West Virginia,3968,,,,,,,,,,,,,
Mingo,1172,,,,,,,,,,,,,
West Virginia,1172,,,,,,,,,,,,,
Minidoka,9183,,,,,,,,,,,,,
Idaho,9183,,,,,,,,,,,,,
Minnehaha,298826,,,,,,,,,,,,,
South Dakota,298826,,,,,,,,,,,,,
Missaukee,2083,,,,,,,,,,,,,
Michigan,2083,,,,,,,,,,,,,
Mississippi,16749,,,,,,,,,,,,,
Arkansas,11062,,,,,,,,,,,,,
Missouri,5687,,,,,,,,,,,,,
Missoula,6258,,,,,,,,,,,,,
Montana,6258,,,,,,,,,,,,,
Mitchell,44150,,,,,,,,,,,,,
Georgia,39753,,,,,,,,,,,,,
Iowa,1377,,,,,,,,,,,,,
Kansas,526,,,,,,,,,,,,,
North Carolina,1967,,,,,,,,,,,,,
Texas,527,,,,,,,,,,,,,
Mobile,249531,,,,,,,,,,,,,
Alabama,249531,,,,,,,,,,,,,
Moca,2882,,,,,,,,,,,,,
Puerto Rico,2882,,,,,,,,,,,,,
Moffat,895,,,,,,,,,,,,,
Colorado,895,,,,,,,,,,,,,
Mohave,64130,,,,,,,,,,,,,
Arizona,64130,,,,,,,,,,,,,
Moniteau,4733,,,,,,,,,,,,,
Missouri,4733,,,,,,,,,,,,,
Monmouth,806242,,,,,,,,,,,,,
New Jersey,806242,,,,,,,,,,,,,
Mono,3946,,,,,,,,,,,,,
California,3946,,,,,,,,,,,,,
Monona,3642,,,,,,,,,,,,,
Iowa,3642,,,,,,,,,,,,,
Monongalia,20033,,,,,,,,,,,,,
West Virginia,20033,,,,,,,,,,,,,
Monroe,588208,,,,,,,,,,,,,
Alabama,9917,,,,,,,,,,,,,
Arkansas,868,,,,,,,,,,,,,
Florida,20213,,,,,,,,,,,,,
Georgia,11428,,,,,,,,,,,,,
Illinois,10335,,,,,,,,,,,,,
Indiana,20319,,,,,,,,,,,,,
Iowa,3020,,,,,,,,,,,,,
Kentucky,2184,,,,,,,,,,,,,
Michigan,49161,,,,,,,,,,,,,
Mississippi,26575,,,,,,,,,,,,,
Missouri,228,,,,,,,,,,,,,
New York,281239,,,,,,,,,,,,,
Ohio,5571,,,,,,,,,,,,,
Pennsylvania,134603,,,,,,,,,,,,,
Tennessee,7494,,,,,,,,,,,,,
West Virginia,837,,,,,,,,,,,,,
Wisconsin,4216,,,,,,,,,,,,,
Montague,1250,,,,,,,,,,,,,
Texas,1250,,,,,,,,,,,,,
Montcalm,7376,,,,,,,,,,,,,
Michigan,7376,,,,,,,,,,,,,
Monterey,95466,,,,,,,,,,,,,
California,95466,,,,,,,,,,,,,
Montezuma,4620,,,,,,,,,,,,,
Colorado,4620,,,,,,,,,,,,,
Montgomery,2273368,,,,,,,,,,,,,
Alabama,207745,,,,,,,,,,,,,
Arkansas,275,,,,,,,,,,,,,
Georgia,1913,,,,,,,,,,,,,
Illinois,4152,,,,,,,,,,,,,
Indiana,19981,,,,,,,,,,,,,
Iowa,720,,,,,,,,,,,,,
Kansas,2848,,,,,,,,,,,,,
Kentucky,3307,,,,,,,,,,,,,
Maryland,1037020,,,,,,,,,,,,,
Mississippi,8800,,,,,,,,,,,,,
Missouri,1241,,,,,,,,,,,,,
New York,8933,,,,,,,,,,,,,
North Carolina,16508,,,,,,,,,,,,,
Ohio,101376,,,,,,,,,,,,,
Pennsylvania,669400,,,,,,,,,,,,,
Tennessee,35256,,,,,,,,,,,,,
Texas,144160,,,,,,,,,,,,,
Virginia,9733,,,,,,,,,,,,,
Montmorency,499,,,,,,,,,,,,,
Michigan,499,,,,,,,,,,,,,
Montour,6180,,,,,,,,,,,,,
Pennsylvania,6180,,,,,,,,,,,,,
Montrose,16291,,,,,,,,,,,,,
Colorado,16291,,,,,,,,,,,,,
Moody,1566,,,,,,,,,,,,,
South Dakota,1566,,,,,,,,,,,,,
Moore,91105,,,,,,,,,,,,,
North Carolina,27161,,,,,,,,,,,,,
Tennessee,674,,,,,,,,,,,,,
Texas,63270,,,,,,,,,,,,,
Mora,27,,,,,,,,,,,,,
New Mexico,27,,,,,,,,,,,,,
Morehouse,14390,,,,,,,,,,,,,
Louisiana,14390,,,,,,,,,,,,,
Morgan,148747,,,,,,,,,,,,,
Alabama,50475,,,,,,,,,,,,,
Colorado,53151,,,,,,,,,,,,,
Georgia,4380,,,,,,,,,,,,,
Illinois,6813,,,,,,,,,,,,,
Indiana,26678,,,,,,,,,,,,,
Kentucky,508,,,,,,,,,,,,,
Missouri,1090,,,,,,,,,,,,,
Ohio,642,,,,,,,,,,,,,
Tennessee,1777,,,,,,,,,,,,,
Utah,1554,,,,,,,,,,,,,
West Virginia,1679,,,,,,,,,,,,,
Morovis,4004,,,,,,,,,,,,,
Puerto Rico,4004,,,,,,,,,,,,,
Morrill,1733,,,,,,,,,,,,,
Nebraska,1733,,,,,,,,,,,,,
Morris,636616,,,,,,,,,,,,,
Kansas,453,,,,,,,,,,,,,
New Jersey,633686,,,,,,,,,,,,,
Texas,2477,,,,,,,,,,,,,
Morrison,3659,,,,,,,,,,,,,
Minnesota,3659,,,,,,,,,,,,,
Morrow,13068,,,,,,,,,,,,,
Ohio,9126,,,,,,,,,,,,,
Oregon,3942,,,,,,,,,,,,,
Morton,7159,,,,,,,,,,,,,
Kansas,486,,,,,,,,,,,,,
North Dakota,6673,,,,,,,,,,,,,
Motley,112,,,,,,,,,,,,,
Texas,112,,,,,,,,,,,,,
Moultrie,1193,,,,,,,,,,,,,
Illinois,1193,,,,,,,,,,,,,
Mountrail,4572,,,,,,,,,,,,,
North Dakota,4572,,,,,,,,,,,,,
Mower,43372,,,,,,,,,,,,,
Minnesota,43372,,,,,,,,,,,,,
Muhlenberg,41502,,,,,,,,,,,,,
Kentucky,41502,,,,,,,,,,,,,
Multnomah,148335,,,,,,,,,,,,,
Oregon,148335,,,,,,,,,,,,,
Murray,17324,,,,,,,,,,,,,
Georgia,12615,,,,,,,,,,,,,
Minnesota,3819,,,,,,,,,,,,,
Oklahoma,890,,,,,,,,,,,,,
Muscatine,51216,,,,,,,,,,,,,
Iowa,51216,,,,,,,,,,,,,
Muscogee,103737,,,,,,,,,,,,,
Georgia,103737,,,,,,,,,,,,,
Muskegon,58787,,,,,,,,,,,,,
Michigan,58787,,,,,,,,,,,,,
Muskingum,5073,,,,,,,,,,,,,
Ohio,5073,,,,,,,,,,,,,
Muskogee,7858,,,,,,,,,,,,,
Oklahoma,7858,,,,,,,,,,,,,
Musselshell,114,,,,,,,,,,,,,
Montana,114,,,,,,,,,,,,,
Nacogdoches,29869,,,,,,,,,,,,,
Texas,29869,,,,,,,,,,,,,
Naguabo,2582,,,,,,,,,,,,,
Puerto Rico,2582,,,,,,,,,,,,,
Nance,363,,,,,,,,,,,,,
Nebraska,363,,,,,,,,,,,,,
Nantucket,1525,,,,,,,,,,,,,
Massachusetts,1525,,,,,,,,,,,,,
Napa,19995,,,,,,,,,,,,,
California,19995,,,,,,,,,,,,,
Naranjito,4438,,,,,,,,,,,,,
Puerto Rico,4438,,,,,,,,,,,,,
Nash,27361,,,,,,,,,,,,,
North Carolina,27361,,,,,,,,,,,,,
Nassau,4107408,,,,,,,,,,,,,
Florida,15805,,,,,,,,,,,,,
New York,4091603,,,,,,,,,,,,,
Natchitoches,18681,,,,,,,,,,,,,
Louisiana,18681,,,,,,,,,,,,,
Natrona,8994,,,,,,,,,,,,,
Wyoming,8994,,,,,,,,,,,,,
Navajo,217587,,,,,,,,,,,,,
Arizona,217587,,,,,,,,,,,,,
Navarro,14788,,,,,,,,,,,,,
Texas,14788,,,,,,,,,,,,,
Nelson,6772,,,,,,,,,,,,,
Kentucky,5132,,,,,,,,,,,,,
North Dakota,115,,,,,,,,,,,,,
Virginia,1525,,,,,,,,,,,,,
Nemaha,1757,,,,,,,,,,,,,
Kansas,1407,,,,,,,,,,,,,
Nebraska,350,,,,,,,,,,,,,
Neosho,1243,,,,,,,,,,,,,
Kansas,1243,,,,,,,,,,,,,
Neshoba,60462,,,,,,,,,,,,,
Mississippi,60462,,,,,,,,,,,,,
Ness,216,,,,,,,,,,,,,
Kansas,216,,,,,,,,,,,,,
Nevada,12267,,,,,,,,,,,,,
Arkansas,4444,,,,,,,,,,,,,
California,7823,,,,,,,,,,,,,
New Castle,361650,,,,,,,,,,,,,
Delaware,361650,,,,,,,,,,,,,
New Hanover,46615,,,,,,,,,,,,,
North Carolina,46615,,,,,,,,,,,,,
New Haven,1038689,,,,,,,,,,,,,
Connecticut,1038689,,,,,,,,,,,,,
New Kent,4117,,,,,,,,,,,,,
Virginia,4117,,,,,,,,,,,,,
New London,96902,,,,,,,,,,,,,
Connecticut,96902,,,,,,,,,,,,,
